ncbi_species_taxid	accession	ncbi_genbank_assembly_accession	ncbi_organism_name	kingdom	phylum	species	ncbi_taxonomy	source	is_published
1458253	GCA_002096675.1	GCA_002096675.1	Streptococcus oralis subsp. dentisani	Bacteria	Bacillota	Streptococcus oralis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis	GTDB_207	Y
1460244	GCA_000612545.1	GCA_000612545.1	Streptomyces sp. PCS3-D2	Bacteria	Actinomycetota	Streptomyces sp. PCS3-D2	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	GTDB_207	Y
1460636	GCA_000698145.1	GCA_000698145.1	Geomicrobium sp. JCM 19039	Bacteria	Bacillota	Geomicrobium sp. JCM 19039	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__Geomicrobium;s__	GTDB_207	Y
1460637	GCA_001310375.1	GCA_001310375.1	Bacillus sp. JCM 19041	Bacteria	Bacillota	Bacillus sp. JCM 19041	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	GTDB_207	Y
1460644	GCA_001310455.1	GCA_001310455.1	Photobacterium sp. JCM 19050	Bacteria	Pseudomonadota	Photobacterium sp. JCM 19050	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Photobacterium;s__	GTDB_207	Y
1471456	GCA_000634735.1	GCA_000634735.1	Prochlorococcus sp. scB241_528N17	Bacteria	Cyanobacteriota	Prochlorococcus sp. scB241_528N17	d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__	GTDB_207	Y
1471459	GCA_000634115.1	GCA_000634115.1	Prochlorococcus sp. scB241_528O2	Bacteria	Cyanobacteriota	Prochlorococcus sp. scB241_528O2	d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__	GTDB_207	Y
1471493	GCA_000635015.1	GCA_000635015.1	Prochlorococcus sp. scB243_498I20	Bacteria	Cyanobacteriota	Prochlorococcus sp. scB243_498I20	d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__	GTDB_207	Y
1471522	GCA_000634515.1	GCA_000634515.1	Prochlorococcus sp. scB245a_520K10	Bacteria	Cyanobacteriota	Prochlorococcus sp. scB245a_520K10	d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus;s__	GTDB_207	Y
1479235	GCA_000686925.1	GCA_000686925.1	Halomonas sp. HL-48	Bacteria	Pseudomonadota	Halomonas sp. HL-48	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__	GTDB_207	Y
1479237	GCA_000686085.1	GCA_000686085.1	Marinobacter sp. HL-58	Bacteria	Pseudomonadota	Marinobacter sp. HL-58	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter;s__	GTDB_207	Y
1479238	GCA_000744995.1	GCA_000744995.1	Oceanicaulis sp. HL-87	Bacteria	Pseudomonadota	Oceanicaulis sp. HL-87	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Maricaulales;f__Maricaulaceae;g__Oceanicaulis;s__	GTDB_207	Y
1479239	GCA_000744895.1	GCA_000744895.1	Porphyrobacter sp. HL-46	Bacteria	Pseudomonadota	Porphyrobacter sp. HL-46	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Porphyrobacter;s__	GTDB_207	Y
1481914	GCA_000830415.1	GCA_000830415.1	Vibrio ishigakensis	Bacteria	Pseudomonadota	Vibrio ishigakensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio ishigakensis	GTDB_207	Y
1486246	GCA_007625055.1	GCA_007625055.1	Halomonas sp.	Bacteria	Pseudomonadota	Halomonas sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__	GTDB_207	Y
1486246	GCA_003553625.1	GCA_003553625.1	Halomonas sp.	Bacteria	Pseudomonadota	Halomonas sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__	GTDB_207	Y
1486281	GCA_007125415.1	GCA_007125415.1	Roseovarius sp.	Bacteria	Pseudomonadota	Roseovarius sp.	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseovarius;s__	GTDB_207	Y
1486281	GCA_016278295.1	GCA_016278295.1	Roseovarius sp.	Bacteria	Pseudomonadota	Roseovarius sp.	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseovarius;s__	GTDB_207	Y
1497501	GCA_903912585.1	GCA_903912585.1	uncultured Thermoleophilia bacterium	Bacteria	Actinomycetota	uncultured Thermoleophilia bacterium	d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__;f__;g__;s__	GTDB_207	Y
1500257	GCA_000745255.1	GCA_000745255.1	Rhizobium sp. YR295	Bacteria	Pseudomonadota	Rhizobium sp. YR295	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__	GTDB_207	Y
1500258	GCA_000799775.1	GCA_000799775.1	Rhizobium sp. YR528	Bacteria	Pseudomonadota	Rhizobium sp. YR528	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__	GTDB_207	Y
1500259	GCA_000746385.1	GCA_000746385.1	Rhizobium sp. YR519	Bacteria	Pseudomonadota	Rhizobium sp. YR519	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__	GTDB_207	Y
1500261	GCA_000799305.1	GCA_000799305.1	Methylibium sp. CF059	Bacteria	Pseudomonadota	Methylibium sp. CF059	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Methylibium;s__	GTDB_207	Y
1500262	GCA_000799605.1	GCA_000799605.1	Methylibium sp. CF468	Bacteria	Pseudomonadota	Methylibium sp. CF468	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Methylibium;s__	GTDB_207	Y
1500265	GCA_000800095.1	GCA_000800095.1	Methylibium sp. YR605	Bacteria	Pseudomonadota	Methylibium sp. YR605	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Methylibium;s__	GTDB_207	Y
1500279	GCA_000799385.1	GCA_000799385.1	Microbacterium sp. CF335	Bacteria	Actinomycetota	Microbacterium sp. CF335	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__	GTDB_207	Y
1500280	GCA_000799285.1	GCA_000799285.1	Herbiconiux sp. YR403	Bacteria	Actinomycetota	Herbiconiux sp. YR403	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Herbiconiux;s__	GTDB_207	Y
1500282	GCA_000745535.1	GCA_000745535.1	Chryseobacterium sp. CF365	Bacteria	Bacteroidota	Chryseobacterium sp. CF365	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__	GTDB_207	Y
1500283	GCA_000799515.1	GCA_000799515.1	Chryseobacterium sp. CF356	Bacteria	Bacteroidota	Chryseobacterium sp. CF356	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__	GTDB_207	Y
1500286	GCA_000745795.1	GCA_000745795.1	Chryseobacterium sp. OV259	Bacteria	Bacteroidota	Chryseobacterium sp. OV259	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__	GTDB_207	Y
1500288	GCA_000799255.1	GCA_000799255.1	Chryseobacterium sp. YR005	Bacteria	Bacteroidota	Chryseobacterium sp. YR005	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__	GTDB_207	Y
1500290	GCA_000799195.1	GCA_000799195.1	Chryseobacterium sp. YR460	Bacteria	Bacteroidota	Chryseobacterium sp. YR460	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__	GTDB_207	Y
1500292	GCA_000799235.1	GCA_000799235.1	Chryseobacterium sp. YR459	Bacteria	Bacteroidota	Chryseobacterium sp. YR459	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__	GTDB_207	Y
1500294	GCA_000799335.1	GCA_000799335.1	Chryseobacterium sp. YR485	Bacteria	Bacteroidota	Chryseobacterium sp. YR485	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__	GTDB_207	Y
1500295	GCA_000799375.1	GCA_000799375.1	Chryseobacterium sp. YR477	Bacteria	Bacteroidota	Chryseobacterium sp. YR477	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__	GTDB_207	Y
1500298	GCA_000799455.1	GCA_000799455.1	Chryseobacterium sp. YR561	Bacteria	Bacteroidota	Chryseobacterium sp. YR561	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__	GTDB_207	Y
1500299	GCA_000799845.1	GCA_000799845.1	Rhizobium sp. CF048	Bacteria	Pseudomonadota	Rhizobium sp. CF048	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__	GTDB_207	Y
1500301	GCA_000744565.1	GCA_000744565.1	Rhizobium sp. CF097	Bacteria	Pseudomonadota	Rhizobium sp. CF097	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__	GTDB_207	Y
1500304	GCA_000746265.1	GCA_000746265.1	Rhizobium sp. CF394	Bacteria	Pseudomonadota	Rhizobium sp. CF394	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__	GTDB_207	Y
1500305	GCA_000745575.1	GCA_000745575.1	Rhizobium sp. OK665	Bacteria	Pseudomonadota	Rhizobium sp. OK665	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__	GTDB_207	Y
1500308	GCA_000799245.1	GCA_000799245.1	Caulobacter sp. OV484	Bacteria	Pseudomonadota	Caulobacter sp. OV484	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__	GTDB_207	Y
1500311	GCA_007994055.1	GCA_007994055.1	Filimonas endophytica	Bacteria	Bacteroidota	Filimonas endophytica	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Filimonas;s__Filimonas endophytica	GTDB_207	Y
1500547	GCA_902801365.1	GCA_902801365.1	uncultured Succiniclasticum sp.	Bacteria	Bacillota	uncultured Succiniclasticum sp.	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__	GTDB_207	Y
1505656	GCA_904418825.1	GCA_904418825.1	uncultured Romboutsia sp.	Bacteria	Bacillota	uncultured Romboutsia sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Romboutsia;s__	GTDB_207	Y
1506601	GCA_905211485.1	GCA_905211485.1	uncultured Lentisphaeria bacterium	Bacteria	Lentisphaerota	uncultured Lentisphaeria bacterium	d__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__;f__;g__;s__	GTDB_207	Y
1506601	GCA_905197955.1	GCA_905197955.1	uncultured Lentisphaeria bacterium	Bacteria	Lentisphaerota	uncultured Lentisphaeria bacterium	d__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__;f__;g__;s__	GTDB_207	Y
1513271	GCA_001050375.1	GCA_001050375.1	Catenovulum maritimum	Bacteria	Pseudomonadota	Catenovulum maritimum	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Catenovulum;s__Catenovulum maritimum	GTDB_207	Y
1513793	GCA_900177345.1	GCA_900177345.1	Pseudobacteriovorax antillogorgiicola	Bacteria	Bdellovibrionota	Pseudobacteriovorax antillogorgiicola	d__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales;f__Pseudobacteriovoracaceae;g__Pseudobacteriovorax;s__Pseudobacteriovorax antillogorgiicola	GTDB_207	Y
1517881	GCA_001942335.1	GCA_001942335.1	Cellulosimicrobium sp. CUA-896	Bacteria	Actinomycetota	Cellulosimicrobium sp. CUA-896	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Promicromonosporaceae;g__Cellulosimicrobium;s__	GTDB_207	Y
1520827	GCA_900115795.1	GCA_900115795.1	Lachnospiraceae bacterium XBB1006	Bacteria	Bacillota	Lachnospiraceae bacterium XBB1006	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__;s__	GTDB_207	Y
1522312	GCA_000751855.1	GCA_000751855.1	Kingella negevensis	Bacteria	Pseudomonadota	Kingella negevensis	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella;s__Kingella negevensis	GTDB_207	Y
1526551	GCA_016908805.1	GCA_016908805.1	Paenibacillus nicotianae	Bacteria	Bacillota	Paenibacillus nicotianae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus nicotianae	GTDB_207	Y
1528099	GCA_001293125.1	GCA_001293125.1	Lawsonella clevelandensis	Bacteria	Actinomycetota	Lawsonella clevelandensis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Lawsonellaceae;g__Lawsonella;s__Lawsonella clevelandensis	GTDB_207	Y
1528099	GCA_003241315.1	GCA_003241315.1	Lawsonella clevelandensis	Bacteria	Actinomycetota	Lawsonella clevelandensis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Lawsonellaceae;g__Lawsonella;s__Lawsonella clevelandensis	GTDB_207	Y
1528104	GCA_008124535.1	GCA_008124535.1	Geodermatophilus sp. DSM 44513	Bacteria	Actinomycetota	Geodermatophilus sp. DSM 44513	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Geodermatophilales;f__Geodermatophilaceae;g__Geodermatophilus;s__	GTDB_207	Y
1531962	GCA_000802045.1	GCA_000802045.1	Peptococcaceae bacterium BICA1-8	Bacteria	Bacillota	Peptococcaceae bacterium BICA1-8	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__;s__	GTDB_207	Y
1541960	GCA_000753575.1	GCA_000753575.1	Candidatus Izimaplasma sp. HR2	Bacteria	Mycoplasmatota	Candidatus Izimaplasma bacterium HR2	d__Bacteria;p__Tenericutes;c__;o__;f__;g__Candidatus Izimaplasma;s__	GTDB_207	Y
1544694	GCA_018494055.1	GCA_018494055.1	Rosenbergiella epipactidis	Bacteria	Pseudomonadota	Rosenbergiella epipactidis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Rosenbergiella;s__Rosenbergiella epipactidis	GTDB_207	Y
1544695	GCA_018494085.1	GCA_018494085.1	Rosenbergiella collisarenosi	Bacteria	Pseudomonadota	Rosenbergiella collisarenosi	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Rosenbergiella;s__Rosenbergiella collisarenosi	GTDB_207	Y
1544696	GCA_018494035.1	GCA_018494035.1	Rosenbergiella australiborealis	Bacteria	Pseudomonadota	Rosenbergiella australiborealis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Rosenbergiella;s__Rosenbergiella australiborealis	GTDB_207	Y
1545442	GCA_000764495.1	GCA_000764495.1	Nitrincola sp. A-D6	Bacteria	Pseudomonadota	Nitrincola sp. A-D6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Nitrincola;s__	GTDB_207	Y
1545742	GCA_910585055.1	GCA_910585055.1	uncultured Christensenella sp.	Bacteria	Bacillota	uncultured Christensenella sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenella;s__	GTDB_207	Y
1545742	GCA_910583735.1	GCA_910583735.1	uncultured Christensenella sp.	Bacteria	Bacillota	uncultured Christensenella sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenella;s__	GTDB_207	Y
1545742	GCA_910586035.1	GCA_910586035.1	uncultured Christensenella sp.	Bacteria	Bacillota	uncultured Christensenella sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenella;s__	GTDB_207	Y
1545742	GCA_910584155.1	GCA_910584155.1	uncultured Christensenella sp.	Bacteria	Bacillota	uncultured Christensenella sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenella;s__	GTDB_207	Y
1545742	GCA_910584635.1	GCA_910584635.1	uncultured Christensenella sp.	Bacteria	Bacillota	uncultured Christensenella sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenella;s__	GTDB_207	Y
1548547	GCA_001677435.1	GCA_001677435.1	Woeseia oceani	Bacteria	Pseudomonadota	Woeseia oceani	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Woeseiaceae;g__Woeseia;s__Woeseia oceani	GTDB_207	Y
1550035	GCA_000974485.1	GCA_000974485.1	Streptomyces sp. NBRC 109706	Bacteria	Actinomycetota	Streptomyces sp. NBRC 109706	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	GTDB_207	Y
1550402	GCA_000817105.1	GCA_000817105.1	marine actinobacterium MedAcidi-G3	Bacteria	Actinomycetota	marine actinobacterium MedAcidi-G3	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__;f__;g__;s__	GTDB_207	Y
1555112	GCA_001544015.1	GCA_001544015.1	Limnochorda pilosa	Bacteria	Bacillota	Limnochorda pilosa	d__Bacteria;p__Firmicutes;c__Limnochordia;o__Limnochordales;f__Limnochordaceae;g__Limnochorda;s__Limnochorda pilosa	GTDB_207	Y
1560005	GCA_003633965.1	GCA_003633965.1	Edaphobacter dinghuensis	Bacteria	Acidobacteriota	Edaphobacter dinghuensis	d__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Edaphobacter;s__Edaphobacter dinghuensis	GTDB_207	Y
1563479	GCA_004151275.1	GCA_004151275.1	Flavobacterium sp. TCH3-2	Bacteria	Bacteroidota	Flavobacterium dauae	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	GTDB_207	Y
1564487	GCA_003945225.1	GCA_003945225.1	Herbinix hemicellulosilytica	Bacteria	Bacillota	Herbinix hemicellulosilytica	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Herbinix;s__Herbinix hemicellulosilytica	GTDB_207	Y
1566291	GCA_004366135.1	GCA_004366135.1	Microbacterium sp. NFIX05	Bacteria	Actinomycetota	Microbacterium sp. NFIX05	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__	GTDB_207	Y
1574475	GCA_000817745.2	GCA_000817745.2	Aphanocapsa montana BDHKU210001	Bacteria	Cyanobacteriota	Aphanocapsa montana	d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Merismopediaceae;g__Aphanocapsa;s__Aphanocapsa montana	GTDB_207	Y
1579338	GCA_001076885.1	GCA_001076885.1	Bacillus sp. 522_BSPC	Bacteria	Bacillota	Bacillus sp. 522_BSPC	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	GTDB_207	Y
1579370	GCA_000830275.1	GCA_000830275.1	archaeon GW2011_AR10	Archaea		archaeon GW2011_AR10	d__Archaea;p__;c__;o__;f__;g__;s__	GTDB_207	Y
1586779	GCA_905212635.1	GCA_905212635.1	uncultured Lachnoclostridium sp.	Bacteria	Bacillota	uncultured Lachnoclostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__	GTDB_207	Y
1590596	GCA_000814685.1	GCA_000814685.1	Sphingobacterium sp. T2	Bacteria	Bacteroidota	Sphingobacterium sp. T2	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__	GTDB_207	Y
1594731	GCA_001242845.1	GCA_001242845.1	Candidatus Westeberhardia cardiocondylae	Bacteria	Pseudomonadota	Candidatus Westeberhardia cardiocondylae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Candidatus Westeberhardia;s__Candidatus Westeberhardia cardiocondylae	GTDB_207	Y
1616788	GCA_007679095.1	GCA_007679095.1	Paenibacillus bovis	Bacteria	Bacillota	Paenibacillus bovis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus bovis	GTDB_207	Y
1617415	GCA_001567105.1	GCA_001567105.1	Chloroflexi bacterium OLB14	Bacteria	Chloroflexota	Chloroflexi bacterium OLB14	d__Bacteria;p__Chloroflexi;c__Tepidiformia;o__;f__;g__;s__	GTDB_207	Y
1617420	GCA_001567255.1	GCA_001567255.1	Bacteroidetes bacterium OLB9	Bacteria	Bacteroidota	Bacteroidetes bacterium OLB9	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	GTDB_207	Y
1617422	GCA_001567165.1	GCA_001567165.1	Bacteroidetes bacterium OLB11	Bacteria	Bacteroidota	Bacteroidetes bacterium OLB11	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	GTDB_207	Y
1617807	GCA_905182285.1	GCA_905182285.1	uncultured Amylibacter sp.	Bacteria	Pseudomonadota	uncultured Amylibacter sp.	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter;s__	GTDB_207	Y
1618023	GCA_000952155.1	GCA_000952155.1	Aliterella atlantica CENA595	Bacteria	Cyanobacteriota	Aliterella atlantica	d__Bacteria;p__Cyanobacteria;c__;o__Chroococcidiopsidales;f__Chroococcidiopsidaceae;g__Aliterella;s__Aliterella atlantica	GTDB_207	Y
1622232	GCA_000981645.1	GCA_000981645.1	Cryomorphaceae bacterium ASP10-05a	Bacteria	Bacteroidota	Cryomorphaceae bacterium ASP10-05a	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__;s__	GTDB_207	Y
1629714	GCA_000961805.1	GCA_000961805.1	Peptococcaceae bacterium BRH_c23	Bacteria	Bacillota	Peptococcaceae bacterium BRH_c23	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__;s__	GTDB_207	Y
1629721	GCA_000961845.1	GCA_000961845.1	Flavobacteriales bacterium BRH_c54	Bacteria	Bacteroidota	Flavobacteriales bacterium BRH_c54	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__;g__;s__	GTDB_207	Y
1630135	GCA_001678905.1	GCA_001678905.1	Dermabacter vaginalis	Bacteria	Actinomycetota	Dermabacter vaginalis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Dermabacteraceae;g__Dermabacter;s__Dermabacter vaginalis	GTDB_207	Y
1630141	GCA_002356115.1	GCA_002356115.1	Candidatus Nitrosoglobus terrae	Bacteria	Pseudomonadota	Candidatus Nitrosoglobus terrae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Candidatus Nitrosoglobus;s__Candidatus Nitrosoglobus terrae	GTDB_207	Y
1631345	GCA_900199695.1	GCA_900199695.1	Clostridiales bacterium mt7	Bacteria	Bacillota	Clostridiales bacterium mt7	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__;g__;s__	GTDB_207	Y
1633200	GCA_001657575.1	GCA_001657575.1	Bacteroidales bacterium Barb4	Bacteria	Bacteroidota	Bacteroidales bacterium Barb4	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	GTDB_207	Y
1635272	GCA_001508935.1	GCA_001508935.1	Synergistales bacterium 54_24	Bacteria	Synergistota	Synergistales bacterium 54_24	d__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__;g__;s__	GTDB_207	Y
1635275	GCA_001508005.1	GCA_001508005.1	Clostridia bacterium 41_269	Bacteria	Bacillota	Clostridia bacterium 41_269	d__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__;s__	GTDB_207	Y
1635278	GCA_001508335.1	GCA_001508335.1	candidate division TA06 bacterium 32_111	Bacteria		candidate division TA06 bacterium 32_111	d__Bacteria;p__;c__;o__;f__;g__;s__	GTDB_207	Y
1635288	GCA_001508855.1	GCA_001508855.1	Thermoanaerobacterales bacterium 50_218	Bacteria	Bacillota	Thermoanaerobacterales bacterium 50_218	d__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__;g__;s__	GTDB_207	Y
1637998	GCA_001274695.1	GCA_001274695.1	Azoarcus sp. PA01	Bacteria	Pseudomonadota	Azoarcus sp. PA01	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Azoarcus;s__	GTDB_207	Y
1640513	GCA_001443375.1	GCA_001443375.1	Chloroflexi bacterium CSP1-4	Bacteria	Chloroflexota	Chloroflexi bacterium CSP1-4	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	GTDB_207	Y
1641393	GCA_001509345.1	GCA_001509345.1	Clostridiales bacterium 38_11	Bacteria	Bacillota	Clostridiales bacterium 38_11	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__;g__;s__	GTDB_207	Y
