sample_id,taxon,percentage_csv,percentage_kreport,diff,abs_diff,pct_diff
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Cloacimonadota,0.003,0,0.003,0.003,100
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Coatesbacteria,0.005,NA,NA,NA,NA
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Dormibacteraeota,0.03,0.01565261708627159,0.014347382913728408,0.014347382913728408,47.82460971242803
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Edwardsbacteria,0.001,NA,NA,NA,NA
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Eisenbacteria,0.041,NA,NA,NA,NA
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Handelsmanbacteria,0.006,NA,NA,NA,NA
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Hydrogenedentes,0.02,0.004445343252501132,0.015554656747498868,0.015554656747498868,77.77328373749434
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Kapabacteria,0.004,NA,NA,NA,NA
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Krumholzibacteriota,0.004,NA,NA,NA,NA
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Latescibacteria,0.006999999999999999,NA,NA,NA,NA
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Marinimicrobia,0.003,NA,NA,NA,NA
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Melainabacteria,0.006999999999999999,0.0026296396704936272,0.004370360329506372,0.004370360329506372,62.43371899294819
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Micrarchaeota,0.001,NA,NA,NA,NA
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Omnitrophota,0.003,NA,NA,NA,NA
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Poribacteria,0.032,NA,NA,NA,NA
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Raymondbacteria,0.001,NA,NA,NA,NA
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Riflebacteria,0.008,NA,NA,NA,NA
